Fermi	http://skyview.gsfc.nasa.gov/cgi-bin/vo/sia.pl?survey=fermi&
GalexNear	http://skyview.gsfc.nasa.gov/cgi-bin/vo/sia.pl?survey=galexnear&
TNG_IA2	http://natzgul3.oats.inaf.it:8080/servlets/servlet/SibillaImage?
GTEE	http://skyview.gsfc.nasa.gov/cgi-bin/vo/sia.pl?survey=gtee&
ALHAMBRA_F814W	http://caha.sdc.cab.inta-csic.es/calto/siap_alhambra/alhambra_siap.jsp?
DSS1R	http://skyview.gsfc.nasa.gov/cgi-bin/query.pl
vopsat/ESOR/SIA	http://voparis-srv.obspm.fr/sia/sia_mama.php?SURVEY=ESOR&
CAI ESO-R	http://voplus.obspm.fr/cgi-bin/sia.pl?survey=ESOR&
SDSSDR1-I	http://skyserver.sdss.org/vo/DR1SIAP/SIAP.aspx?bandpass=I&format=image/fits&
WFCF1	http://skyview.gsfc.nasa.gov/cgi-bin/vo/sia.pl?survey=wfcf1&
SDSSDR3-G	http://casjobs.sdss.org/vo/DR3SIAP/SIAP.asmx/getSiapInfo?&FORMAT=image/fits&BANDPASS=g&
EGRET	http://skyview.gsfc.nasa.gov/cgi-bin/query.pl
SDSSDR1-U	http://skyserver.sdss.org/vo/DR1SIAP/SIAP.aspx?bandpass=u&format=image/fits&
XMM-Newton SIAP	http://xsa.esac.esa.int:8080/aio/jsp/siap.jsp?
HST.merggal	http://archive.stsci.edu/siap/search.php?id=merggal&
INTEGRALSPI_gc	http://skyview.gsfc.nasa.gov/cgi-bin/vo/sia.pl?survey=integralspi_gc&
IRIS	http://skyview.gsfc.nasa.gov/cgi-bin/query.pl
HUDF09	http://archive.stsci.edu/siap/search.php?id=hudf09&
Comptel	http://skyview.gsfc.nasa.gov/cgi-bin/vo/sia.pl?survey=comptel&
HST.3cr	http://archive.stsci.edu/siap/search.php?id=3cr&
IRTS	http://irsa.ipac.caltech.edu/cgi-bin/Atlas/nph-atlas?mission=IRTS&hdr_location=%5CIRTSDataPath%5C&SIAP_ACTIVE=1&collection_desc=The+Infrared+Telescope+in+Space+%28IRTS%29&
MIGA	http://irsa.ipac.caltech.edu/cgi-bin/Atlas/nph-atlas?mission=MIGA&hdr_location=%5CMIGADataPath%5C&SIAP_ACTIVE=1&collection_desc=The+Mid-Infrared+Galaxy+Atlas+%28MIGA%29&
HIPASS	http://skyview.gsfc.nasa.gov/cgi-bin/query.pl
408MHz	http://skyview.gsfc.nasa.gov/cgi-bin/query.pl
VHS DR1 SIAP	http://wfaudata.roe.ac.uk/vhsdr1-siap/?
CLASS	http://archive.nrao.edu/vo/SIA/query?archive=CLASS&
SRC-J	http://voparis-srv.obspm.fr/srv/sia-vopsat_srcj.php?
VOPSAT	http://voparis-srv.obspm.fr/srv/sia-vopsat.php?
UIT	http://archive.stsci.edu/siap/search.php?id=UIT&
DFBS	http://voparis-srv.obspm.fr/srv/sia-dfbs.php?
COBE	http://skyview.gsfc.nasa.gov/cgi-bin/vo/sia.pl?survey=cobe&
